Code,Airport
VCT,Victoria Regional Airport
VCV,Southern California Logistics Airport
VDA,Ovda International Airport
VDB,Leirin Airport
VDC,Vit??ria da Conquista Airport
VDE,Hierro Airport
VDH,Dong Hoi Airport
VDI,Vidalia Regional Airport
VDM,Gobernador Castello Airport
VDP,Valle de La Pascua Airport
VDR,Villa Dolores Airport
VDS,Vads?? Airport
VDY,Vijayanagar Aerodrome (JSW)
VDZ,Valdez Pioneer Field
VEE,Venetie Airport
VEL,Vernal Regional Airport
VER,General Heriberto Jara International Airport
VEV,Barakoma Airport
VEX,Tioga Municipal Airport
VEY,Vestmannaeyjar Airport
VFA,Victoria Falls International Airport
VGA,Vijayawada Airport
VGD,Vologda Airport
VGO,Vigo Airport
VGS,General Villegas Airport
VGT,North Las Vegas Airport
VGZ,Villa Garz??n Airport
VHC,Saurimo Airport
VHM,Vilhelmina Airport
VHN,Culberson County Airport
VHV,Verkhnevilyuisk Airport
VHY,Vichy-Charmeil Airport
VHZ,Vahitahi Airport
VIA,Videira Airport
VIB,Villa Constituci??n Airport
VIC,Vicenza Airport
VIE,Vienna International Airport
VIG,Juan Pablo P??rez Alfonso Airport
VIH,Rolla National Airport
VII,Vinh Airport
VIJ,Virgin Gorda Airport
VIL,Dakhla Airport
VIN,Vinnytsia/Gavyryshivka Airport
VIQ,Viqueque Airport
VIR,Virginia Airport
VIS,Visalia Municipal Airport
VIT,Vitoria/Foronda Airport
VIU,Viru Harbour Airstrip
VIV,Vivigani Airfield
VIX,Eurico de Aguiar Salles Airport
VIY,Villacoublay-V??lizy (BA 107) Air Base
VJB,Xai-Xai Airport
VJI,Virginia Highlands Airport
VJQ,Gurue Airport
VKG,Rach Gia Airport
VKO,Vnukovo International Airport
VKS,Vicksburg Municipal Airport
VKT,Vorkuta Airport
VLA,Vandalia Municipal Airport
VLC,Valencia Airport
VLD,Valdosta Regional Airport
VLE,Valle Airport
VLG,Villa Gesell Airport
VLI,Bauerfield International Airport
VLK,Volgodonsk Airport
VLL,Valladolid Airport
VLM,Teniente Coronel Rafael Pab??n Airport
VLN,Arturo Michelena International Airport
VLP,Vila Rica Airport
VLR,Vallenar Airport
VLS,Valesdir Airport
VLU,Velikiye Luki Airport
VLV,Dr. Antonio Nicol?­s Brice?ño Airport
VLY,Anglesey Airport
VME,Villa Reynolds Airport
VMI,Dr Juan Plate Airport
VMU,Baimuru Airport
VNA,Saravane Airport
VNC,Venice Municipal Airport
VND,Vangaindrano Airport
VNE,Vannes-Meucon Airport
VNO,Vilnius International Airport
VNR,Vanrook Station Airport
VNS,Lal Bahadur Shastri Airport
VNT,Ventspils International Airport
VNX,Vilankulo Airport
VNY,Van Nuys Airport
VOD,Vodochody Airport
VOG,Volgograd International Airport
VOH,Vohimarina Airport
VOI,Voinjama Airport
VOK,Volk Field
VOL,Nea Anchialos Airport
VOT,Votuporanga Airport
VOZ,Voronezh International Airport
VPE,Ngjiva Pereira Airport
VPG,Vipingo Estate Airport
VPN,Vopnafj??r?øur Airport
VPS,Destin-Ft Walton Beach Airport
VPY,Chimoio Airport
VPZ,Porter County Municipal Airport
VQQ,Cecil Airport
VQS,Vieques Airport
VQS,Antonio Rivera Rodriguez Airport
VRA,Juan Gualberto Gomez International Airport
VRB,Vero Beach Regional Airport
VRC,Virac Airport
VRE,Vredendal Airport
VRI,Varandey Airport
VRK,Varkaus Airport
VRL,Vila Real Airport
VRN,Verona Villafranca Airport
VRO,Kawama Airport
VRS,Roy Otten Memorial Airfield
VRU,Vryburg Airport
VRY,V??r??y Heliport
VSA,Carlos Rovirosa P??rez International Airport
VSE,Aerodromo Goncalves Lobato (Viseu Airport)
VSF,Hartness State (Springfield) Airport
VSG,Luhansk International Airport
VSK,Vista Field
VST,Stockholm V??ster?s Airport
VTB,Vitebsk Vostochny Airport
VTE,Wattay International Airport
VTF,Vatulele Airport
VTG,Vung Tau Airport
VTM,Nevatim Air Base
VTN,Miller Field
VTU,Hermanos Ameijeiras Airport
VTZ,Vishakhapatnam Airport
VUP,Alfonso L??pez Pumarejo Airport
VUS,Velikiy Ustyug Airport
VUU,Mvuu Camp Airport
VVB,Mahanoro Airport
VVC,Vanguardia Airport
VVI,Viru Viru International Airport
VVK,V??stervik Airport
VVN,Las Malvinas/Echarate Airport
VVO,Vladivostok International Airport
VVZ,Illizi Takhamalt Airport
VXC,Lichinga Airport
VXE,S?œo Pedro Airport
VXO,V??xj?? Kronoberg Airport
VYD,Vryheid Airport
VYI,Vilyuisk Airport
VYS,Illinois Valley Regional Airport-Walter A Duncan Field
WAA,Wales Airport
WAB,Wabag Airport
WAC,Waca Airport
WAD,Andriamena Airport
WAE,Wadi Al Dawasir Airport
WAF,Wana Airport
WAG,Wanganui Airport
WAH,Harry Stern Airport
WAI,Ambalabe Airport
WAJ,Wawoi Falls Airport
WAK,Ankazoabo Airport
WAL,Wallops Flight Facility Airport
WAM,Ambatondrazaka Airport
WAN,Waverney Airport
WAO,Wabo Airport
WAP,Alto Palena Airport
WAQ,Antsalova Airport
WAR,Waris Airport
WAT,Waterford Airport
WAV,Wave Hill Airport
WAW,Warsaw Chopin Airport
WAX,Zwara Airport
WAY,Greene County Airport
WAZ,Warwick Airport
WBA,"Wahai,Seram Island"
WBB,Stebbins Airport
WBC,Wapolu Airport
WBD,Avaratra Airport
WBG,Schleswig Air Base
WBM,Wapenamanda Airport
WBO,Antsoa Airport
WBQ,Beaver Airport
WBR,Roben Hood Airport
WBU,Boulder Municipal Airport
WBW,Wilkes Barre Wyoming Valley Airport
WCA,Gamboa Airport
WCH,Chait??n Airport
WCR,Chandalar Lake Airport
WDA,Wadi Ain Airport
WDG,Enid Woodring Regional Airport
WDH,Hosea Kutako International Airport
WDI,Wondai Airport
WDN,Waldronaire Airport
WDR,Barrow County Airport
WDS,Shiyan Wudangshan Airport
WEA,Parker County Airport
WED,Wedau Airport
WEF,Weifang Airport
WEH,Weihai Airport
WEI,Weipa Airport
WEM,RAF West Malling
WEP,Weam Airport
WET,Wagethe Airport
WEW,Wee Waa Airport
WFB,Ketchikan Harbor Seaplane Base
WFI,Fianarantsoa Airport
WFK,Northern Aroostook Regional Airport
WGA,Wagga Wagga City Airport
WGB,Bahawalnagar Airport
WGC,Warangal Airport
WGE,Walgett Airport
WGN,Shaoyang Wugang Airport
WGO,Winchester Regional Airport
WGP,Umbu Mehang Kunda Airport
WGT,Wangaratta Airport
WGU,Wagau Airport
WGY,Wagny Airport
WHD,Hyder Seaplane Base
WHF,Wadi Halfa Airport
WHK,Whakatane Airport
WHL,Welshpool Airport
WHO,Franz Josef Aerodrome
WHP,Whiteman Airport
WHS,Whalsay Airport
WHT,Wharton Regional Airport
WHU,Wuhu Air Base
WIB,Wilbarger County Airport
WIC,Wick Airport
WID,RAF Wildenrath
WIE,Wiesbaden Army Airfield
WIK,Waiheke Reeve Airport
WIL,Nairobi Wilson Airport
WIN,Winton Airport
WIO,Wilcannia Airport
WIR,Wairoa Airport
WIT,Wittenoom Airport
WIU,Witu Airport
WJA,Woja Airport
WJF,General WM J Fox Airfield
WJR,Wajir Airport
WJU,Wonju/Hoengseong Air Base (K-38/K-46)
WKA,Wanaka Airport
WKB,Warracknabeal Airport
WKF,Waterkloof Air Force Base
WKI,Hwange (Town) Airport
WKJ,Wakkanai Airport
WKK,Aleknagik / New Airport
WKL,Waikoloa Heliport
WKN,Wakunai Airport
WKR,Abaco I Walker C Airport
WLA,Wallal Airport
WLC,Walcha Airport
WLD,Strother Field
WLE,Miles Airport
WLG,Wellington International Airport
WLH,Walaha Airport
WLK,Selawik Airport
WLL,Wollogorang Airport
WLO,Waterloo Airport
WLP,West Angelas Airport
WLR,Loring Seaplane Base
WLS,Hihifo Airport
WLW,Willows Glenn County Airport
WMA,Mandritsara Airport
WMB,Warrnambool Airport
WMC,Winnemucca Municipal Airport
WMD,Mandabe Airport
WME,Mount Keith Airport
WMH,Ozark Regional Airport
WMI,Modlin Airport
WMK,Meyers Chuck Seaplane Base
WML,Malaimbandy Airport
WMN,Maroantsetra Airport
WMO,White Mountain Airport
WMP,Mampikony Airport
WMR,Mananara Nord Airport
WMT,Zunyi Maotai Airport
WMX,Wamena Airport
WNA,Napakiak Airport
WND,Windarra Airport
WNH,Wenshan Puzhehei Airport
WNN,Wunnumin Lake Airport
WNP,Naga Airport
WNR,Windorah Airport
WNS,Shaheed Benazirabad Airport
WNU,Wanuma Airport
WNZ,Wenzhou Longwan International Airport
WOA,Wonenara Airport
WOE,Woensdrecht Air Base
WOK,Wonken Airport
WOL,Wollongong Airport
WON,Wondoola Airport
WOS,Wonsan Kalma International Airport
WOT,Wang-an Airport
WOW,Willow Airport
WPA,Cabo 1?ø Juan Rom?­n Airport
WPB,Port Berg?? Airport
WPC,Pincher Creek Airport
WPK,Wrotham Park Airport
WPL,Powell Lake Seaplane Base
WPM,Wipim Airport
WPO,North Fork Valley Airport
WPR,Capitan Fuentes Martinez Airport Airport
WPU,Guardiamarina Za?ñartu Airport
WRA,Warder Airport
WRB,Robins Air Force Base
WRE,Whangarei Airport
WRG,Wrangell Airport
WRI,Mc Guire Air Force Base
WRL,Worland Municipal Airport
WRN,Windarling Airport
WRO,Copernicus Wroc?aw Airport
WRT,Warton Airport
WRW,Warrawagine Airport
WRY,Westray Airport
WRZ,Weerawila Airport
WSA,Wasua Airport
WSB,Steamboat Bay Seaplane Base
WSD,Condron Army Air Field
WSG,Washington County Airport
WSH,Brookhaven Airport
WSM,Wiseman Airport
WSN,South Naknek Nr 2 Airport
WSO,Washabo Airport
WSP,Waspam Airport
WSR,Wasior Airport
WST,Westerly State Airport
WSU,Wasu Airport
WSX,Westsound/Wsx Seaplane Base
WSY,Whitsunday Island Airport
WSZ,Westport Airport
WTA,Tambohorano Airport
WTB,Toowoomba Wellcamp Airport
WTD,West End Airport
WTE,Wotje Atoll Airport
WTK,Noatak Airport
WTL,Tuntutuliak Airport
WTN,RAF Waddington
WTO,Wotho Island Airport
WTP,Woitape Airport
WTR,Whiteriver Airport
WTS,Tsiroanomandidy Airport
WTT,Wantoat Airport
WTZ,Whitianga Airport
WUA,Wuhai Airport
WUD,Wudinna Airport
WUG,Wau Airport
WUH,Wuhan Tianhe International Airport
WUI,Murrin Murrin Airport
WUM,Wasum Airport
WUN,Wiluna Airport
WUS,Nanping Wuyishan Airport
WUT,Xinzhou Wutaishan Airport
WUU,Wau Airport
WUV,Wuvulu Island Airport
WUX,Sunan Shuofang International Airport
WUZ,Wuzhou Changzhoudao Airport
WVB,Walvis Bay Airport
WVI,Watsonville Municipal Airport
WVK,Manakara Airport
WVL,Waterville Robert Lafleur Airport
WVN,Wilhelmshaven-Mariensiel Airport
WWA,Wasilla Airport
WWD,Cape May County Airport
WWI,Woodie Woodie Airport
WWK,Wewak International Airport
WWP,Whale Pass Seaplane Float Harbor Facility
WWR,West Woodward Airport
WWT,Newtok Airport
WWY,West Wyalong Airport
WXN,Wanxian Airport
WYA,Whyalla Airport
WYB,Yes Bay Lodge Seaplane Base
WYE,Yengema Airport
WYN,Wyndham Airport
WYS,Yellowstone Airport
WZQ,Urad Middle Banner
XAB,Abbeville
XAL,?lamos Airport
XAP,Serafin Enoss Bertaso Airport
XAR,Aribinda Airport
XAU,Sa?§l Airport
XBB,Blubber Bay Seaplane Base
XBE,Bearskin Lake Airport
XBG,Bogande Airport
XBJ,Birjand Airport
XBN,Biniguni Airport
XBO,Boulsa Airport
XBR,Brockville - Thousand Islands Regional Tackaberry Airport
XBX,Bernay ƒ?? St Martin Airport
XCH,Christmas Island Airport
XCL,Cluff Lake Airport
XCM,Chatham Kent Airport
XCO,Colac Airport
XCR,Ch?›lons-Vatry Airport
XCZ,Charleville-M??zi??res Airport
XDA,Dax Seyresse Airport
XDE,Diebougou Airport
XDJ,Djibo Airport
XEN,Xingcheng Air Base
XES,Grand Geneva Resort Airport
XFN,Xiangyang Liuji Airport
XFW,Hamburg-Finkenwerder Airport
XGA,Gaoua Airport
XGG,Gorom-Gorom Airport
XGN,Xangongo Airport
XGR,Kangiqsualujjuaq (Georges River) Airport
XIC,Xichang Qingshan Airport
XIE,Xienglom Airport
XIG,Xinguara Municipal Airport
XIJ,Ahmed Al Jaber Air Base
XIL,Xilinhot Airport
XIN,Xingning Airport
XIQ,Ilimanaq Heliport
XIY,Xi'an Xianyang International Airport
XJD,Al Udeid Air Base
XJM,Mangla Airport
XKA,Kantchari Airport
XKH,Xieng Khouang Airport
XKS,Kasabonika Airport
XKY,Kaya Airport
XLB,Lac Brochet Airport
XLO,Long Xuy?¦n Airport
XLS,Saint Louis Airport
XLU,Leo Airport
XLW,Lemwerder Airport
XMA,Maramag Airport
XMC,Mallacoota Airport
XMD,Madison Municipal Airport
XME,Maubeuge-??lesmes Airport
XMG,Mahendranagar Airport
XMH,Manihi Airport
XMI,Masasi Airport
XML,Minlaton Airport
XMN,Xiamen Gaoqi International Airport
XMP,Macmillan Pass Airport
XMS,Coronel E Carvajal Airport
XMW,Montauban Airport
XMY,Yam Island Airport
XNA,Northwest Arkansas Regional Airport
XNG,Qu §œng Ng?œi Airfield
XNN,Xining Caojiabu Airport
XNT,Xingtai Dalian Airport
XNU,Nouna Airport
XOG,Orange-Caritat (BA 115) Air Base
XPA,Pama Airport
XPK,Pukatawagan Airport
XPL,Coronel Enrique Soto Cano Air Base
XPP,Poplar River Airport
XPR,Pine Ridge Airport
XQC,Joint Base Balad
XQP,Quepos Managua Airport
XQU,Qualicum Beach Airport
XRH,RAAF Base Richmond
XRR,Ross River Airport
XRY,Jerez Airport
XSB,Sir Bani Yas Airport
XSC,South Caicos Airport
XSD,Tonopah Test Range Airport
XSE,Sebba Airport
XSI,South Indian Lake Airport
XSO,Siocon Airport
XSP,Seletar Airport
XTG,Thargomindah Airport
XTL,Tadoule Lake Airport
XTO,Taroom Airport
XTR,Tara Airport
XUZ,Xuzhou Guanyin Airport
XVL,Vinh Long Airfield
XVS,Valenciennes-Denain Airport
XXN,Riyadh Air Base
XYA,Yandina Airport
XYE,Ye Airport
XYR,Edwaki Airport
XZA,Zabr?? Airport
YAA,Anahim Lake Airport
YAB,Arctic Bay Airport
YAC,Cat Lake Airport
YAD,Moose Lake Airport
YAG,Fort Frances Municipal Airport
YAH,La Grande-4 Airport
YAI,Gral. Bernardo O??Higgins Airport
YAJ,Lyall Harbour Seaplane Base
YAK,Yakutat Airport
YAL,Alert Bay Airport
YAM,Sault Ste Marie Airport
YAN,Yangambi Airport
YAO,Yaound?? Airport
YAP,Yap International Airport
YAQ,Maple Bay Seaplane Base
YAR,La Grande-3 Airport
YAS,Yasawa Island Airport
YAT,Attawapiskat Airport
YAU,Donaldson Airport
YAV,Mayne Island Seaplane Base
YAX,Wapekeka Airport
YAY,St. Anthony Airport
YAZ,Tofino / Long Beach Airport
YBA,Banff Airport
YBB,Kugaaruk Airport
YBC,Baie Comeau Airport
YBE,Uranium City Airport
YBF,Bamfield Seaplane Base
YBG,CFB Bagotville
YBH,Bull Harbour Water Aerodrome
YBI,Black Tickle Airport
YBJ,Baie-Johan-Beetz Water Aerodrome
YBK,Baker Lake Airport
YBL,Campbell River Airport
YBM,Bronson Creek Airport
YBO,Bob Quinn Lake Airport
YBP,Yibin Caiba Airport
YBQ,Telegraph Harbour Seaplane Base
YBR,Brandon Municipal Airport
YBS,Opapimiskan Lake Airport
YBT,Brochet Airport
YBV,Berens River Airport
YBW,Bedwell Harbour Seaplane Base
YBX,Lourdes de Blanc Sablon Airport
YBY,Bonnyville Airport
YCA,Courtenay Airpark
YCB,Cambridge Bay Airport
YCC,Cornwall Regional Airport
YCD,Nanaimo Airport
YCE,Centralia / James T. Field Memorial Aerodrome
YCF,Cortes Bay Water Aerodrome
YCG,Castlegar/West Kootenay Regional Airport
YCH,Miramichi Airport
YCK,Tommy Kochon Airport
YCL,Charlo Airport
YCM,Niagara District Airport
YCN,Cochrane Airport
YCO,Kugluktuk Airport
YCQ,Chetwynd Airport
YCR,Cross Lake (Charlie Sinclair Memorial) Airport
YCS,Chesterfield Inlet Airport
YCT,Coronation Airport
YCU,Yuncheng Guangong Airport
YCV,Cartierville Airport
YCW,Chilliwack Airport
YCY,Clyde River Airport
YCZ,Fairmont Hot Springs Airport
YDA,Dawson City Airport
YDB,Burwash Airport
YDC,Drayton Valley Industrial Airport
YDE,Paradise River Airport
YDF,Deer Lake Airport
YDG,Digby / Annapolis Regional Airport
YDJ,Hatchet Lake Airport
YDL,Dease Lake Airport
YDN,Dauphin Barker Airport
YDO,Dolbeau St Felicien Airport
YDP,Nain Airport
YDQ,Dawson Creek Airport
YDT,Boundary Bay Airport
YDU,Kasba Lake Airport
YDV,Bloodvein River Airport
YDW,North of Sixty Airport
YEB,Bar River Airport
YEC,Yecheon Airbase
YEG,Edmonton International Airport
YEH,Asaloyeh Airport
YEI,Bursa Yeni?ehir Airport
YEK,Arviat Airport
YEL,Elliot Lake Municipal Airport
YEM,Manitoulin East Municipal Airport
YEN,Estevan Airport
YEO,RNAS Yeovilton
YEQ,Yenkis(Yankisa) Airport
YER,Fort Severn Airport
YES,Yasouj Airport
YET,Edson Airport
YEU,Eureka Airport
YEV,Inuvik Mike Zubko Airport
YEY,Amos/Magny Airport
YFA,Fort Albany Airport
YFB,Iqaluit Airport
YFC,Fredericton Airport
YFE,Forestville Airport
YFG,Fontanges Airport
YFH,Fort Hope Airport
YFI,Fort Mackay / Firebag
YFJ,Wekwe??t?ª Airport
YFL,Fort Reliance Seaplane Base
YFO,Flin Flon Airport
YFR,Fort Resolution Airport
YFS,Fort Simpson Airport
YFX,St. Lewis (Fox Harbour) Airport
YGA,Lac Gagnon Seaplane Base
YGB,Texada Gillies Bay Airport
YGC,Grande Cache Airport
YGE,Gorge Harbour Seaplane Base
YGG,Ganges Seaplane Base
YGH,Fort Good Hope Airport
YGJ,Miho Yonago Airport
YGK,Kingston Norman Rogers Airport
YGL,La Grande Rivi??re Airport
YGM,Gimli Industrial Park Airport
YGN,Greenway Sound Seaplane Base
YGO,Gods Lake Narrows Airport
YGP,Gasp?? (Michel-Pouliot) Airport
YGQ,Geraldton Greenstone Regional Airport
YGR,??les-de-la-Madeleine Airport
YGT,Igloolik Airport
YGV,Havre St Pierre Airport
YGW,Kuujjuarapik Airport
YGX,Gillam Airport
YGY,Deception Airport
YGZ,Grise Fiord Airport
YHA,Port Hope Simpson Airport
YHB,Hudson Bay Airport
YHD,Dryden Regional Airport
YHE,Hope Airport
YHF,Hearst Ren?? Fontaine Municipal Airport
YHH,Campbell River Seaplane Base
YHI,Ulukhaktok Holman Airport
YHK,Gjoa Haven Airport
YHM,John C. Munro Hamilton International Airport
YHN,Hornepayne Municipal Airport
YHO,Hopedale Airport
YHP,Poplar Hill Airport
YHR,Chevery Airport
YHS,Sechelt-Gibsons Airport
YHT,Haines Junction Airport
YHU,Montr??al / Saint-Hubert Airport
YHY,Hay River / Merlyn Carter Airport
YHZ,Halifax / Stanfield International Airport
YIB,Atikokan Municipal Airport
YIC,Yichun Mingyueshan Airport
YIE,Arxan Yi'ershi Airport
YIF,St Augustin Airport
YIG,Big Bay Seaplane Base
YIH,Yichang Sanxia Airport
YIK,Ivujivik Airport
YIN,Yining Airport
YIO,Pond Inlet Airport
YIP,Willow Run Airport
YIV,Island Lake Airport
YIW,Yiwu Airport
YJA,Jasper Airport
YJF,Fort Liard Airport
YJN,St Jean Airport
YJP,Hinton/Jasper-Hinton Airport
YJS,Samjiyn Airport
YJT,Stephenville Airport
YKA,Kamloops Airport
YKC,Collins Bay Airport
YKD,Kincardine Municipal Airport
YKE,Knee Lake Airport
YKF,Waterloo Airport
YKG,Kangirsuk Airport
YKH,Yingkou Lanqi Airport
YKJ,Key Lake Airport
YKK,Kitkatla Seaplane Base
YKL,Schefferville Airport
YKM,Yakima Air Terminal McAllister Field
YKN,Chan Gurney Municipal Airport
YKO,Hakkari Y?¬ksekova Airport
YKQ,Waskaganish Airport
YKS,Yakutsk Airport
YKT,Klemtu Water Aerodrome
YKU,Chisasibi Airport
YKX,Kirkland Lake Airport
YKY,Kindersley Airport
YKZ,Buttonville Municipal Airport
YLB,Lac La Biche Airport
YLC,Kimmirut Airport
YLD,Chapleau Airport
YLE,What?ª Airport
YLG,Yalgoo Airport
YLH,Lansdowne House Airport
YLI,Ylivieska Airfield
YLJ,Meadow Lake Airport
YLK,Barrie-Orillia (Lake Simcoe Regional Airport)
YLL,Lloydminster Airport
YLM,Clinton Creek Airport
YLP,Mingan Airport
YLQ,La Tuque Airport
YLR,Leaf Rapids Airport
YLS,Lebel-sur-Quevillon Airport
YLT,Alert Airport
YLV,Yevlakh Airport
YLW,Kelowna International Airport
YLY,Langley Airport
YMA,Mayo Airport
YMB,Merritt Airport
YMD,Mould Bay Airport
YME,Matane Airport
YMG,Manitouwadge Airport
YMH,Mary's Harbour Airport
YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport
YMK,Mys Kamenny Airport
YML,Charlevoix Airport
YMM,Fort McMurray Airport
YMN,Makkovik Airport
YMO,Moosonee Airport
YMP,Port Mcneill Airport
YMS,Moises Benzaquen Rengifo Airport
YMT,Chapais Airport
YMU,Mansons Landing Seaplane Base
YMV,Mary River Aerodrome
YMW,Maniwaki Airport
YMX,Montreal International (Mirabel) Airport
YNA,Natashquan Airport
YNB,Prince Abdulmohsin Bin Abdulaziz Airport
YNC,Wemindji Airport
YND,Ottawa / Gatineau Airport
YNE,Norway House Airport
YNG,Youngstown Warren Regional Airport
YNH,Hudsons Hope Airport
YNJ,Yanji Chaoyangchuan Airport
YNL,Points North Landing Airport
YNM,Matagami Airport
YNO,North Spirit Lake Airport
YNP,Natuashish Airport
YNS,Nemiscau Airport
YNT,Yantai Laishan Airport
YNX,Snap Lake Airport
YNY,Yangyang International Airport
YNZ,Yancheng Airport
YOA,Ekati Airport
YOC,Old Crow Airport
YOD,CFB Cold Lake
YOE,Donnelly Airport
YOG,Ogoki Post Airport
YOH,Oxford House Airport
YOI,Opinaca Aerodrome
YOJ,High Level Airport
YOL,Yola Airport
YON,Yongphulla Airport
YOO,Toronto/Oshawa Executive Airport
YOP,Rainbow Lake Airport
YOS,Owen Sound / Billy Bishop Regional Airport
YOT,Yotvata Airfield
YOW,Ottawa Macdonald-Cartier International Airport
YOY,C J.H.L.(Joe) Lecomte) Heliport
YPA,Prince Albert Glass Field
YPB,Alberni Valley Regional Airport
YPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport
YPD,Parry Sound Area Municipal Airport
YPE,Peace River Airport
YPG,Southport Airport
YPH,Inukjuak Airport
YPI,Port Simpson Seaplane Base
YPJ,Aupaluk Airport
YPL,Pickle Lake Airport
YPM,Pikangikum Airport
YPN,Port Menier Airport
YPO,Peawanuck Airport
YPQ,Peterborough Airport
YPR,Prince Rupert Airport
YPS,Port Hawkesbury Airport
YPT,Pender Harbour Seaplane Base
YPW,Powell River Airport
YPX,Puvirnituq Airport
YPY,Fort Chipewyan Airport
YPZ,Burns Lake Airport
YQA,Muskoka Airport
YQB,Quebec Jean Lesage International Airport
YQC,Quaqtaq Airport
YQD,The Pas Airport
YQF,Red Deer Regional Airport
YQG,Windsor Airport
YQH,Watson Lake Airport
YQI,Yarmouth Airport
YQJ,April Point Seaplane Base
YQK,Kenora Airport
YQL,Lethbridge County Airport
YQM,Greater Moncton International Airport
YQN,Nakina Airport
YQQ,Comox Airport
YQR,Regina International Airport
YQS,St Thomas Municipal Airport
YQT,Thunder Bay Airport
YQU,Grande Prairie Airport
YQV,Yorkton Municipal Airport
YQW,North Battleford Airport
YQX,Gander International Airport
YQY,Sydney / J.A. Douglas McCurdy Airport
YQZ,Quesnel Airport
YRA,Rae Lakes Airport
YRB,Resolute Bay Airport
YRC,Refuge Cove Seaplane Base
YRD,Dean River Airport
YRF,Cartwright Airport
YRG,Rigolet Airport
YRI,Rivi??re-du-Loup Airport
YRJ,Roberval Airport
YRL,Red Lake Airport
YRM,Rocky Mountain House Airport
YRN,Rivers Inlet Seaplane Base
YRO,Ottawa / Rockcliffe Airport
YRQ,Trois-Rivi??res Airport
YRR,Stuart Island Airstrip
YRS,Red Sucker Lake Airport
YRT,Rankin Inlet Airport
YRV,Revelstoke Airport
YSA,Sable Island Landing Strip
YSB,Sudbury Airport
YSC,Sherbrooke Airport
YSD,Suffield Heliport
YSE,Squamish Airport
YSF,Stony Rapids Airport
YSG,Lutselk'e Airport
YSH,Smiths Falls-Montague (Russ Beach) Airport
YSI,Parry Sound/Frying Pan Island-Sans Souci Seaplane Base
YSJ,Saint John Airport
YSK,Sanikiluaq Airport
YSL,St Leonard Airport
YSM,Fort Smith Airport
YSN,Shuswap Regional Airport
YSO,Postville Airport
YSP,Marathon Airport
YSQ,Songyuan Chaganhu Airport
YST,St. Theresa Point Airport
YSU,Summerside Airport
YSV,Saglek Airport
YSX,Bella Bella/Shearwater Seaplane Base
YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport
YTA,Pembroke Airport
YTB,Hartley Bay Seaplane Base
YTD,Thicket Portage Airport
YTE,Cape Dorset Airport
